t,x,y
0.067000,36.682766,17.678272
0.068000,35.717051,17.732346
0.069000,36.030609,18.080900
0.070000,36.385572,17.703408
0.071000,36.630911,16.935429
0.072000,36.755362,16.607360
0.073000,36.775687,16.394754
0.074000,37.050668,16.164946
0.075000,37.277665,16.337372
0.076000,37.389066,15.691010
0.077000,37.477598,15.803772
0.078000,37.729055,15.901258
0.079000,37.495490,16.145690
0.080000,37.351888,16.559918
0.081000,37.602734,16.010757
0.082000,38.057824,15.587077
0.083000,38.146944,15.618349
0.084000,37.829133,15.900704
0.085000,38.075249,15.482201
0.086000,37.905310,14.606517
0.087000,38.171643,15.061896
0.088000,38.454319,15.188841
0.089000,37.501763,14.977785
0.090000,36.853184,15.464178
0.091000,36.175862,15.555896
0.092000,36.277649,15.570904
0.093000,36.159914,15.020092
0.094000,36.499144,15.151303
0.095000,36.147454,15.639831
0.096000,36.133615,16.271291
0.097000,36.506958,15.880725
0.098000,36.196626,15.924981
0.099000,36.092846,16.260407
0.100000,35.961274,15.902950
0.101000,36.392088,15.462330
0.102000,36.562817,15.765282
0.103000,36.136627,16.144901
0.104000,36.634486,15.852192
0.105000,36.861348,15.843840
0.106000,36.538318,15.619263
0.107000,36.994497,16.127756
0.108000,36.492437,16.155282
0.109000,35.668262,16.115083
0.110000,35.835527,16.032360
0.111000,35.768145,26.109876
0.112000,35.229102,25.814227
0.113000,36.074892,26.478423
0.114000,35.417804,26.342932
0.115000,35.797291,26.467309
0.116000,36.097817,26.469605
0.117000,35.758318,26.340046
0.118000,35.487819,26.399431
0.119000,35.869537,27.331525
0.120000,35.998972,27.339552
0.121000,35.969510,26.943433
0.122000,36.297927,27.113674
0.123000,35.460581,27.634393
0.124000,35.338236,27.932540
0.125000,35.138758,27.812828
0.126000,34.523543,27.727593
0.127000,34.848438,28.041469
0.128000,34.892947,27.844755
0.129000,34.867434,27.664497
0.130000,34.598906,28.041220
0.131000,34.718489,28.024995
0.132000,34.577203,27.864680
0.133000,34.531458,27.687938
0.134000,34.362726,27.511533
0.135000,34.518002,28.128085
0.136000,34.303138,28.054989
0.137000,34.383636,28.188372
0.138000,34.087594,28.641410
0.139000,34.553275,29.019940
0.140000,34.885709,28.677054
0.141000,34.406770,28.911450
0.142000,34.157317,29.053907
0.143000,34.647926,28.978048
0.144000,35.020979,30.103455
0.145000,34.538035,31.078727
0.146000,34.809122,30.651929
0.147000,34.420416,30.578730
0.148000,35.291738,30.821786
0.149000,35.283393,31.032786
0.150000,35.323079,32.507091
0.151000,35.731788,31.967803
0.152000,35.964239,31.279377
0.153000,36.181738,31.639229
0.154000,36.861236,31.511301
0.155000,36.197664,31.549068
0.156000,36.693391,32.163350
0.157000,37.117706,32.070768
0.158000,37.531410,32.316064
0.159000,37.457626,32.506852
0.160000,37.759051,33.301622
0.161000,37.612111,33.731966
0.162000,37.835231,33.459057
0.163000,37.434030,33.832234
0.164000,37.605460,33.823120
0.165000,37.176812,33.417926
0.166000,37.390405,33.094361
0.167000,37.650690,33.057423
0.168000,37.292378,33.552031
0.169000,36.706283,33.284532
0.170000,37.049618,33.460765
0.171000,36.909619,33.679175
0.172000,37.166984,33.918749
0.173000,36.753585,33.494625
0.174000,36.572106,32.753350
0.175000,36.280726,32.574112
0.176000,36.381713,32.836961
0.177000,36.374684,33.397613
0.178000,36.503696,32.806386
0.179000,36.504646,33.203301
0.180000,36.578176,33.262452
0.181000,36.119588,32.741088
0.182000,35.739384,33.162418
0.183000,35.153299,32.712170
0.184000,35.219666,32.662965
0.185000,35.192547,33.099614
0.186000,34.950684,32.822495
0.187000,35.193448,32.736270
0.188000,35.262618,32.826048
0.189000,35.166579,31.708607
0.190000,35.207458,32.112788
0.191000,35.222673,31.636895
0.192000,34.906663,31.776556
0.193000,35.442535,32.184202
0.194000,35.201066,32.284295
0.195000,35.056522,31.403854
0.196000,34.827631,31.496084
0.197000,34.830317,30.730266
0.198000,35.149394,30.553347
0.199000,35.077166,30.185651
0.200000,34.806450,29.966967
0.201000,33.142388,29.451599
0.202000,33.016065,29.077996
0.203000,32.696593,29.002896
0.204000,32.225016,29.079245
0.205000,32.116479,28.897320
0.206000,32.689448,28.974442
0.207000,32.745848,29.242161
0.208000,32.671354,28.784229
0.209000,32.377902,28.960288
0.210000,32.947712,28.958994
0.211000,33.384880,28.699255
0.212000,33.438599,28.503678
0.213000,33.495234,28.714512
0.214000,33.615419,28.503311
0.215000,33.763363,28.482196
0.216000,34.503177,28.495564
0.217000,35.309803,28.677912
0.218000,35.359428,28.132178
0.219000,35.498292,28.193996
0.220000,35.531576,28.347619
0.221000,35.879009,28.315048
0.222000,36.138835,28.678363
0.223000,36.564466,28.280684
0.224000,36.714506,27.828315
0.225000,37.688913,28.355209
0.226000,38.204351,28.218262
0.227000,38.266815,28.465558
0.228000,38.302818,28.822720
0.229000,38.813068,28.932937
0.230000,38.469426,28.754312
0.231000,39.247708,28.818890
0.232000,39.313048,29.163747
0.233000,39.155618,29.396205
0.234000,38.858980,29.390363
0.235000,38.888013,29.383817
0.236000,39.108051,29.877856
0.237000,39.068140,29.345370
0.238000,38.824458,28.320725
0.239000,39.158308,28.396965
0.240000,39.103841,27.936187
0.241000,39.282714,28.515943
0.242000,39.841851,28.056191
0.243000,39.992988,28.606634
0.244000,40.095008,28.707903
0.245000,39.976123,29.465935
0.246000,40.015757,29.787777
0.247000,40.334512,29.961951
0.248000,40.388913,29.375728
0.249000,40.738782,29.620653
0.250000,41.581709,31.000102
0.251000,41.908646,31.273358
0.252000,42.387845,31.805195
0.253000,42.231482,30.837959
0.254000,42.076390,30.337995
0.255000,41.836491,29.144259
0.256000,40.958666,29.298171
0.257000,42.123177,28.852315
0.258000,41.990268,28.880829
0.259000,42.225820,28.401233
0.260000,41.598248,28.326025
0.261000,41.537906,28.055046
0.262000,41.895919,27.998039
0.263000,42.243556,28.194109
0.264000,42.673937,28.510683
0.265000,43.004953,28.221519
0.266000,42.756780,28.211737
0.267000,42.999401,28.430401
0.268000,42.628473,28.122786
0.269000,42.653629,28.567087
0.270000,42.541861,28.791777
0.271000,42.316063,29.161260
0.272000,42.368291,28.686606
0.273000,42.138192,29.208849
0.274000,41.265841,29.330010
0.275000,41.325472,29.065752
0.276000,41.693155,29.897740
0.277000,42.160180,30.140300
0.278000,42.250380,29.887572
0.279000,42.667524,29.829514
0.280000,42.395611,30.364883
0.281000,41.781585,30.704168
0.282000,42.162627,30.132626
0.283000,44.467407,29.566323
0.284000,44.697742,29.565419
0.285000,44.643768,30.240607
0.286000,44.530056,30.875871
0.287000,44.270564,30.722345
0.288000,44.414920,30.174918
0.289000,44.160413,30.171894
0.290000,43.375026,30.238260
0.291000,43.784196,30.087666
0.292000,42.971456,30.039773
0.293000,43.354334,29.733211
0.294000,43.677179,29.885597
0.295000,43.789205,29.867690
0.296000,44.424735,30.299835
0.297000,44.309929,30.625689
0.298000,43.167553,31.071612
0.299000,42.934780,31.122782
0.300000,42.780670,31.003579
0.301000,43.155038,31.277277
0.302000,43.493626,31.410017
0.303000,43.495640,31.159201
0.304000,43.567878,30.312379
0.305000,44.250954,30.499418
0.306000,44.228762,30.226274
0.307000,43.928133,30.287194
0.308000,44.095326,29.577139
0.309000,44.454667,30.156131
0.310000,44.241464,29.943594
0.311000,43.836332,29.933285
0.312000,43.690954,30.320231
0.313000,43.795869,30.043948
0.314000,44.251750,30.661343
0.315000,44.140781,30.746968
0.316000,44.936542,30.966270
0.317000,44.911598,30.883492
0.318000,44.601171,30.433746
0.319000,44.577505,30.996559
0.320000,44.039877,30.638802
0.321000,44.442670,30.819215
0.322000,44.165582,30.522482
0.323000,43.729729,30.060004
0.324000,43.750794,30.873652
0.325000,43.902844,31.004222
0.326000,44.652276,30.723291
0.327000,44.362318,31.184454
0.328000,44.161014,31.037348
0.329000,44.290258,31.497040
0.330000,44.196777,31.486890
0.331000,44.497069,31.574033
0.332000,44.762430,31.915177
0.333000,44.600802,31.913934
0.334000,44.869281,31.553451
0.335000,44.815571,31.575983
0.336000,44.861891,32.366478
0.337000,44.788484,32.303709
0.338000,45.023898,32.073302
0.339000,45.124321,32.071890
0.340000,45.144098,32.191879
0.341000,45.291868,31.775207
0.342000,44.921986,31.812065
0.343000,44.279099,33.116047
0.344000,44.663819,32.881456
0.345000,45.495781,33.582744
0.346000,45.755640,33.582639
0.347000,45.945188,33.279532
0.348000,45.878294,33.569908
0.349000,45.802841,32.913772
0.350000,45.690209,30.722767
0.351000,46.226315,30.566714
0.352000,46.169197,30.224367
0.353000,46.089287,30.451961
0.354000,46.165915,30.607719
0.355000,46.073313,30.411525
0.356000,46.094889,30.371624
0.357000,45.958028,30.341159
0.358000,46.280837,30.211820
0.359000,45.971507,30.617561
0.360000,46.189016,30.715517
0.361000,46.407447,30.743698
0.362000,46.510499,30.436750
0.363000,46.332416,29.500342
0.364000,46.256702,28.298264
0.365000,46.754415,28.043202
0.366000,47.237921,28.204110
0.367000,47.063913,28.897336
0.368000,46.741512,29.283366
0.369000,46.481620,28.861837
0.370000,46.155048,29.389075
0.371000,46.288420,29.561490
0.372000,46.410756,29.582535
0.373000,46.322115,29.421291
0.374000,46.076881,28.577099
0.375000,46.794131,27.678189
0.376000,47.295719,28.749892
0.377000,47.482216,29.012912
0.378000,48.355449,29.551080
0.379000,48.642103,28.961534
0.380000,49.132849,29.752023
0.381000,49.299675,30.668559
0.382000,49.744534,30.370484
0.383000,50.114883,30.280683
0.384000,50.284668,30.291784
0.385000,50.642833,30.146711
0.386000,50.414208,30.223067
0.387000,50.234277,29.765010
0.388000,50.317564,28.630862
0.389000,50.283909,28.152260
0.390000,49.512039,28.094412
0.391000,49.843405,27.660383
0.392000,50.379345,27.574821
0.393000,50.479745,27.657411
0.394000,50.613894,27.709992
0.395000,51.010497,27.722232
0.396000,50.877264,32.223912
0.397000,50.464170,32.979641
0.398000,50.716322,32.877020
0.399000,50.288772,32.807866
0.400000,50.267258,32.367258
0.401000,50.477927,32.473791
0.402000,50.336118,32.604484
0.403000,50.711726,33.006761
0.404000,49.617576,33.725448
0.405000,49.975798,33.710743
0.406000,50.141219,33.547004
0.407000,50.155681,34.073170
0.408000,50.013939,34.030744
0.409000,49.737388,33.761778
0.410000,49.840223,33.895096
0.411000,49.985741,33.804402
0.412000,49.734105,33.144429
0.413000,50.436181,33.161292
0.414000,50.884014,33.455153
0.415000,51.224898,33.236332
0.416000,51.452502,32.927127
0.417000,50.853997,33.081446
0.418000,50.960750,32.768295
0.419000,50.974679,33.191862
0.420000,51.176678,33.384404
0.421000,50.869414,33.056239
0.422000,51.074082,32.820326
0.423000,51.275918,32.579224
0.424000,51.545076,32.603383
0.425000,51.602814,33.207005
0.426000,51.807650,33.095329
0.427000,51.352322,32.901204
0.428000,51.325700,32.769485
0.429000,51.619387,32.433180
0.430000,51.888859,32.608424
0.431000,52.281745,32.744118
0.432000,51.741616,32.689181
0.433000,51.908866,32.445107
0.434000,51.442513,32.208333
0.435000,51.424719,32.147771
0.436000,51.214898,32.232822
0.437000,51.419823,32.455045
0.438000,51.432684,31.904648
0.439000,51.696068,30.951825
0.440000,51.261799,30.865185
0.441000,52.102616,30.882535
0.442000,52.135307,31.230691
0.443000,51.834183,31.340635
0.444000,52.182567,31.645775
0.445000,52.334676,31.862384
0.446000,52.712247,32.559548
0.447000,52.466429,32.802207
0.448000,52.780616,32.618827
0.449000,53.301259,32.763792
0.450000,53.193158,32.560930
0.451000,52.926221,32.218069
0.452000,52.487105,31.697699
0.453000,52.104579,30.987712
0.454000,51.589014,31.244814
0.455000,51.229149,31.821880
0.456000,51.352796,32.597184
0.457000,51.073532,32.717881
0.458000,50.974127,32.604651
0.459000,51.199142,32.402532
0.460000,51.455392,32.340249
0.461000,51.139738,31.986447
0.462000,51.548894,31.976697
0.463000,52.360698,32.068206
0.464000,52.384699,32.108221
0.465000,52.198014,32.357978
0.466000,53.951403,32.421033
0.467000,54.055207,32.439173
0.468000,53.500664,32.419581
0.469000,53.814129,31.918035
0.470000,53.712548,32.053504
0.471000,53.392615,31.600764
0.472000,53.099505,31.722326
0.473000,52.861039,31.540352
0.474000,52.944104,31.660430
0.475000,53.500100,31.518044
0.476000,52.910536,31.192947
0.477000,53.024898,31.377466
0.478000,52.592746,31.491509
0.479000,52.107013,30.962897
0.480000,52.043681,31.029464
0.481000,52.474510,30.859709
0.482000,51.501519,30.660654
0.483000,51.294358,30.419652
0.484000,51.086614,29.930395
0.485000,51.205973,30.182939
0.486000,50.980841,30.320219
0.487000,50.773789,30.139831
0.488000,50.161852,29.986099
0.489000,49.738874,29.619720
0.490000,49.898090,29.146891
0.491000,49.589655,29.131968
0.492000,49.255016,29.154303
0.493000,48.835678,29.542814
0.494000,48.994268,29.949150
0.495000,50.342056,29.503762
0.496000,50.771333,29.854431
0.497000,50.188866,30.194235
0.498000,50.735204,30.522081
0.499000,50.868271,31.063599
0.500000,50.961775,30.068587
0.501000,50.752678,30.282674
0.502000,50.447892,30.785322
0.503000,50.637206,30.494419
0.504000,50.599175,30.296548
0.505000,51.104137,30.707454
0.506000,51.572328,30.702385
0.507000,51.457211,30.650275
0.508000,51.691897,30.955655
0.509000,51.311718,31.223599
0.510000,51.037286,30.923897
0.511000,51.086013,30.698882
0.512000,50.821536,31.099469
0.513000,51.723711,31.594024
0.514000,51.903302,31.007457
0.515000,52.064207,30.445125
0.516000,52.737595,30.800024
0.517000,52.087851,30.832154
0.518000,52.135652,30.254634
0.519000,51.450251,30.073174
0.520000,51.348973,29.872387
0.521000,51.340846,30.201875
0.522000,50.971937,29.979723
0.523000,51.216127,29.883926
0.524000,51.119721,30.297531
0.525000,51.167036,30.366647
0.526000,51.355520,30.399998
0.527000,51.197798,30.308541
0.528000,51.373174,29.768963
0.529000,51.484760,29.733320
0.530000,51.230171,29.770004
0.531000,51.614635,29.845431
0.532000,51.762706,30.381388
0.533000,51.757518,29.965915
0.534000,51.313644,30.665859
0.535000,51.013350,30.224162
0.536000,51.048864,30.582506
0.537000,51.195222,30.771779
0.538000,51.261536,30.904003
0.539000,51.451994,30.162768
0.540000,51.214759,30.154190
0.541000,50.816218,30.404590
0.542000,50.295714,30.210766
0.543000,49.482481,29.580603
0.544000,49.748035,29.386468
0.545000,50.083804,29.577483
0.546000,49.660843,29.083503
0.547000,49.068885,28.891851
0.548000,48.914541,28.440911
0.549000,48.454369,28.793040
0.550000,48.480585,28.114996
0.551000,48.766092,28.486241
0.552000,48.497200,27.379737
0.553000,48.338823,27.563460
0.554000,48.463029,27.010215
0.555000,48.563941,26.415792
0.556000,48.606151,25.995220
0.557000,48.590965,26.268402
0.558000,49.717810,26.687684
0.559000,49.729548,26.549743
0.560000,49.262724,26.875203
0.561000,49.746908,26.740230
0.562000,49.684370,26.769187
0.563000,49.757206,26.633640
0.564000,49.953748,26.485008
0.565000,50.217829,26.361735
0.566000,50.513175,24.912020
0.567000,50.041132,24.631614
0.568000,50.267733,24.957006
0.569000,50.481924,24.828939
0.570000,50.561064,25.402044
0.571000,50.966046,25.437445
0.572000,50.599786,25.400199
0.573000,50.207058,24.747830
0.574000,50.692662,25.313660
0.575000,51.110665,25.501953
0.576000,50.973913,26.175322
0.577000,51.066795,26.724370
0.578000,50.707078,26.688732
0.579000,51.073508,26.602435
0.580000,51.892421,26.348387
0.581000,51.469951,25.961739
0.582000,51.584379,25.663665
0.583000,51.160368,25.872358
0.584000,51.342897,25.879859
0.585000,51.802765,25.679253
0.586000,50.768807,25.807022
0.587000,50.770532,27.394842
0.588000,51.019043,27.011497
0.589000,51.256155,27.629379
0.590000,50.846677,28.178614
0.591000,50.601326,27.692878
0.592000,50.943697,26.731382
0.593000,51.081183,26.914576
0.594000,51.012900,27.117267
0.595000,51.040844,27.541971
0.596000,51.483885,27.932390
0.597000,51.112166,27.907695
0.598000,51.357827,27.499390
0.599000,51.514941,27.600342
0.600000,51.590601,27.691274
0.601000,51.262671,27.813034
0.602000,51.354032,27.878464
0.603000,51.601863,27.898846
0.604000,51.740348,27.508674
0.605000,51.971026,27.565793
0.606000,52.770533,27.716838
0.607000,52.752867,28.033550
0.608000,52.006033,27.802486
0.609000,52.088896,28.140851
0.610000,53.175126,28.539218
0.611000,53.347308,28.343120
0.612000,53.039778,28.156412
0.613000,52.624189,28.008896
0.614000,53.017637,27.769806
0.615000,53.422558,27.896694
0.616000,53.446235,27.627172
0.617000,54.202394,27.238295
0.618000,54.455212,27.379281
0.619000,54.557686,27.016044
0.620000,54.536259,27.312869
0.621000,54.576661,27.692041
0.622000,54.377371,27.788588
0.623000,54.595402,27.544821
0.624000,54.521055,28.047135
0.625000,54.660105,27.400135
0.626000,54.682041,27.494006
0.627000,54.596185,26.998338
0.628000,54.805057,26.866615
0.629000,54.180634,27.008461
0.630000,54.085193,26.863438
0.631000,53.833786,26.339042
0.632000,54.162195,25.285642
0.633000,52.801301,25.397029
0.634000,52.838978,25.282453
0.635000,52.713840,25.569089
0.636000,52.933257,25.644207
0.637000,53.127015,25.087962
0.638000,53.217051,25.463059
0.639000,53.190463,25.384292
0.640000,54.160347,25.340678
0.641000,54.300180,25.643111
0.642000,54.041681,25.235280
0.643000,53.568738,25.241605
0.644000,52.783078,25.299536
0.645000,52.695036,25.090242
0.646000,52.698168,25.417555
0.647000,52.738014,25.547674
0.648000,53.390494,24.990041
0.649000,53.113316,25.462833
0.650000,53.372469,26.035489
0.651000,53.164576,26.038421
0.652000,53.481383,25.836827
0.653000,53.027326,25.427627
0.654000,53.114655,24.970808
0.655000,53.368719,24.632755
0.656000,53.490376,24.214748
0.657000,53.528634,23.938087
0.658000,53.425900,23.479651
0.659000,53.636984,23.525689
0.660000,53.824999,23.382017
0.661000,53.598781,23.347348
0.662000,54.391866,23.549809
0.663000,54.733547,23.509484
0.664000,54.108060,23.652857
0.665000,54.167043,23.577549
0.666000,53.341630,23.272228
0.667000,53.211974,23.898979
0.668000,53.427441,24.481854
0.669000,53.370176,24.122867
0.670000,52.991263,23.911800
0.671000,53.253621,24.373692
0.672000,52.953206,25.140579
0.673000,52.705609,26.689904
0.674000,53.168037,26.822021
0.675000,53.060975,26.717281
0.676000,53.926068,26.884115
0.677000,53.778244,27.063001
0.678000,53.711554,27.016036
0.679000,53.962857,27.239529
0.680000,54.147109,27.146843
0.681000,54.210786,26.759628
0.682000,54.720452,26.644344
0.683000,54.727869,25.988584
0.684000,54.786051,25.504066
0.685000,54.856208,25.262096
0.686000,55.202765,25.418548
0.687000,55.613530,25.311544
0.688000,55.521237,24.791276
0.689000,55.772394,25.105706
0.690000,56.358803,25.043111
0.691000,56.064910,25.052777
0.692000,55.516518,25.203283
0.693000,55.661339,25.055592
0.694000,55.577488,24.752571
0.695000,55.159026,24.494420
0.696000,54.705084,24.025365
0.697000,54.217058,24.247958
0.698000,53.864531,24.329278
0.699000,54.259733,24.335616
0.700000,53.955495,24.373763
0.701000,54.155470,24.010560
0.702000,54.145870,24.336727
0.703000,54.279019,23.393453
0.704000,55.191630,23.190440
0.705000,55.875423,22.868764
0.706000,53.510265,22.612600
0.707000,53.989638,22.968370
0.708000,53.797034,22.800378
0.709000,54.385358,22.568942
0.710000,54.219591,23.026317
0.711000,53.881636,23.525173
0.712000,53.812402,23.548111
0.713000,53.951131,23.596308
0.714000,54.304125,24.066690
0.715000,54.688230,23.752666
0.716000,54.981630,24.077014
0.717000,55.581980,23.032625
0.718000,55.739604,23.478497
0.719000,56.402244,23.965251
0.720000,55.969920,24.093285
0.721000,56.025685,23.599022
0.722000,56.027441,23.958524
0.723000,55.638699,24.394713
0.724000,56.087581,24.819130
0.725000,56.519937,24.828672
0.726000,56.504149,24.486021
0.727000,56.640558,24.979968
0.728000,56.707604,24.864657
0.729000,56.857654,24.600263
0.730000,57.039468,24.640216
0.731000,57.000878,24.463850
0.732000,56.826391,24.816457
0.733000,56.981021,24.269245
0.734000,56.924545,24.539224
0.735000,56.551737,24.330387
0.736000,55.836460,24.576045
0.737000,55.807306,24.321535
0.738000,55.611697,23.996654
0.739000,55.307089,23.638499
0.740000,54.822868,24.145225
0.741000,54.852292,24.378855
0.742000,54.395716,24.621568
0.743000,54.628700,24.647259
0.744000,54.357923,24.561520
0.745000,54.840876,24.409582
0.746000,54.397165,24.777092
0.747000,54.406973,24.927527
0.748000,54.189451,24.992574
0.749000,54.454007,25.433833
0.750000,53.736696,24.716800
0.751000,53.766794,24.599535
0.752000,53.528218,24.357100
0.753000,52.745808,24.107953
0.754000,52.868040,24.149345
0.755000,52.386533,23.727050
0.756000,52.174604,23.788661
0.757000,51.410353,24.130135
0.758000,52.249083,23.906783
0.759000,52.418171,23.738795
0.760000,52.533371,23.313638
0.761000,52.127399,23.876219
0.762000,51.892730,23.966990
0.763000,51.999441,23.540312
0.764000,51.936980,23.589073
0.765000,52.153229,23.216248
0.766000,52.141744,22.654413
0.767000,52.264647,22.556075
0.768000,51.554559,22.843573
0.769000,52.027575,22.490267
0.770000,51.766840,22.460256
0.771000,52.225453,22.559233
0.772000,51.350499,22.078809
0.773000,51.216542,21.993260
0.774000,51.174733,20.903142
0.775000,51.537631,20.775214
0.776000,51.331972,20.610583
0.777000,50.843284,20.609268
0.778000,50.538478,20.679576
0.779000,50.464001,20.639593
0.780000,50.973945,20.380105
0.781000,50.871074,20.465651
0.782000,51.133229,19.884754
0.783000,50.621088,21.627612
0.784000,51.427697,21.503977
0.785000,51.341433,21.538117
0.786000,51.365748,21.235292
0.787000,51.493055,22.190300
0.788000,51.300986,22.841702
0.789000,52.342387,22.669576
0.790000,52.405013,22.312034
0.791000,52.770732,22.363175
0.792000,52.733369,22.502714
0.793000,52.850901,22.127336
0.794000,52.960740,22.027213
0.795000,52.642123,22.174683
0.796000,52.851391,21.821672
0.797000,53.272929,20.768465
0.798000,53.532914,20.852377
0.799000,53.394212,21.637324
0.800000,53.387357,21.551367
0.801000,53.686682,21.778387
0.802000,53.241591,21.606022
0.803000,52.734798,21.734146
0.804000,52.476421,21.030658
0.805000,52.766627,20.684362
0.806000,53.406160,20.594086
0.807000,53.894947,20.050628
0.808000,53.333582,21.228777
0.809000,53.403697,20.587150
0.810000,52.945420,20.545584
0.811000,53.049913,20.531139
0.812000,52.914591,20.378349
0.813000,53.462014,20.531789
0.814000,53.797575,20.594662
0.815000,54.601172,20.440771
0.816000,54.900029,20.383079
0.817000,55.633053,20.538741
0.818000,55.793655,21.012626
0.819000,55.565035,21.126998
0.820000,55.337380,21.654210
0.821000,55.611579,21.871388
0.822000,56.174149,22.125467
0.823000,56.205518,22.581703
0.824000,56.714065,22.629029
0.825000,57.183432,22.616985
0.826000,56.975900,23.758161
0.827000,57.241233,23.864362
0.828000,57.647597,24.387281
0.829000,59.938611,25.055910
0.830000,60.275470,24.907898
0.831000,59.943437,25.131725
0.832000,60.125195,25.083056
0.833000,60.329888,24.241129
0.834000,60.140764,24.059329
0.835000,60.293510,24.507551
0.836000,60.142834,25.092537
0.837000,60.612048,24.910869
0.838000,60.320967,24.893402
0.839000,60.356370,25.313335
0.840000,60.521748,25.493564
0.841000,60.613011,25.814395
0.842000,60.534874,25.455415
0.843000,60.481216,25.452371
0.844000,60.240783,25.108954
0.845000,61.029507,24.532015
0.846000,60.331939,24.205835
0.847000,60.195777,24.684698
0.848000,60.007226,25.244297
0.849000,59.782545,24.815133
0.850000,59.562428,24.501375
0.851000,59.887285,24.700822
0.852000,59.542232,24.854170
0.853000,59.512844,24.591888
0.854000,59.644060,24.856757
0.855000,60.181060,24.987404
0.856000,60.312086,25.548439
0.857000,60.840221,25.924905
0.858000,60.054002,25.976067
0.859000,59.970290,26.036833
0.860000,60.196325,25.943049
0.861000,60.189898,25.826090
0.862000,60.278352,25.830509
0.863000,60.236422,25.648239
0.864000,60.145971,25.352155
0.865000,60.085841,25.647870
0.866000,60.357534,25.993069
0.867000,60.124245,25.906850
0.868000,60.217093,25.404332
0.869000,59.507292,25.845246
0.870000,59.454703,25.744721
0.871000,57.179323,25.812619
0.872000,57.030154,25.481810
0.873000,57.467629,25.716535
0.874000,58.002858,25.900916
0.875000,58.359480,25.447373
0.876000,58.424055,25.723298
0.877000,58.175493,26.274527
0.878000,58.017664,26.294644
0.879000,58.688453,27.004236
0.880000,58.544618,26.858284
0.881000,58.419833,26.714087
0.882000,58.374251,27.456346
0.883000,58.067064,28.062247
0.884000,58.536632,29.056999
0.885000,58.567338,29.248424
0.886000,58.720338,28.459981
0.887000,58.243106,28.180223
0.888000,59.288530,28.571555
0.889000,59.478884,28.321493
0.890000,59.258785,28.176972
0.891000,59.470726,28.180013
0.892000,59.185521,27.944099
0.893000,58.983548,28.239729
0.894000,59.022097,29.118222
0.895000,58.641114,29.953622
0.896000,58.771354,29.468108
0.897000,58.670686,28.869969
0.898000,58.541131,28.244183
0.899000,58.466190,28.316071
0.900000,57.855246,28.176953
0.901000,57.451240,28.010604
0.902000,57.625334,27.600110
0.903000,57.513633,27.654743
0.904000,58.074908,27.532224
0.905000,57.992818,26.879119
0.906000,58.032751,26.934412
0.907000,57.951001,27.336755
0.908000,57.935580,26.937563
0.909000,57.919088,28.127427
0.910000,57.924995,28.086094
0.911000,58.121819,28.137222
0.912000,58.493754,28.125954
0.913000,58.274905,28.047987
0.914000,58.629442,27.626153
0.915000,58.768507,27.088770
0.916000,58.816418,26.954626
0.917000,58.516726,26.921861
0.918000,58.334653,27.347113
0.919000,57.841120,27.739018
0.920000,57.511814,27.423013
0.921000,57.095259,27.416153
0.922000,57.577180,29.020368
0.923000,57.495025,28.549803
0.924000,57.655293,28.673685
0.925000,57.963896,28.296158
0.926000,57.958908,28.885031
0.927000,57.851441,29.409121
0.928000,57.575010,29.431394
0.929000,57.583836,29.711082
0.930000,57.317701,29.583655
0.931000,56.834071,29.534005
